,CommentId,VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism
2,Ugg3dWTOxryFfHgCoAEC,04kJtp6pVXI,Dont you reckon them ' black lives matter ' banners being held by white cunts is kinda patronizing and ironically racist. could they have not arrive up with somethin better. . or is information technology just what lily white folks do to give them selves pride. ' ooo expression at me im being nice for the black people ' why does it constantly have to be about race actually the whole world is pussyfootin around for fear of being racist. its fuckin daft man.,True,True,False,False,True,False,False,False,False,False,False,False
3,Ugg7Gd006w1MPngCoAEC,04kJtp6pVXI,"There are a very large number of people who do not like police officers. They are called Criminals and its the reason we have police officers. The fact that Criminals do not like police officers is a testament to the good work that police officers do in protecting the public. When our children or our family are in danger, we do not hessitate to call for help, and we call the Police. Its about time people stopped complaining and started to give the Police some respect for the hard work and dedication that often requires them to put their lives on the line, to serve the public.",False,False,False,False,False,False,False,False,False,False,False,False
4,Ugg8FfTbbNF8IngCoAEC,04kJtp6pVXI,"The Arab dude is absolutely right, he should have not been shot 6 extra time. Shoot him once if hes attacking you and that would stop his attack. Shoot him twice if he's still attacking you, but six times? That is shoot to kill in my opinion. ",False,False,False,False,False,False,False,False,False,False,False,False
5,Ugg9a6FtoXdxmXgCoAEC,04kJtp6pVXI,here people his facebook is https://www.facebook.com/bassem.masri.520 he has ties with isis and other terrorist groups he is a muslim extremist ,True,False,False,False,False,True,False,False,False,False,True,False
5,Ugg9a6FtoXdxmXgCoAEC,04kJtp6pVXI,hither people his facebook is https: / / www. facebook. com / bassem. masri. 520 helium bear tie with isis and other terrorist grouping he be a moslem extremist,True,False,False,False,False,True,False,False,False,False,True,False
5,Ugg9a6FtoXdxmXgCoAEC,04kJtp6pVXI,hither people his facebook is https: / / www. facebook. com / bassem. masri. 520 atomic number 2 accept draw with isis and other terrorist mathematical group he is a islamic extremist,True,False,False,False,False,True,False,False,False,False,True,False
5,Ugg9a6FtoXdxmXgCoAEC,04kJtp6pVXI,here citizenry his facebook be https: / / www. facebook. com / bassem. masri. 520 atomic number 2 have ties with isis and former terrorist groups he is a islamic extremist,True,False,False,False,False,True,False,False,False,False,True,False
5,Ugg9a6FtoXdxmXgCoAEC,04kJtp6pVXI,here people his facebook is https: / / www. facebook. com / bassem. masri. 520 atomic number 2 have tie with isis and former terrorist groups helium is a muslim extremist,True,False,False,False,False,True,False,False,False,False,True,False
5,Ugg9a6FtoXdxmXgCoAEC,04kJtp6pVXI,here people his facebook make up https: / / www. facebook. com / bassem. masri. 520 atomic number 2 has ties with isi and other terrorist grouping he is a muslim extremist,True,False,False,False,False,True,False,False,False,False,True,False
5,Ugg9a6FtoXdxmXgCoAEC,04kJtp6pVXI,hither hoi polloi his facebook be https: / / www. facebook. com / bassem. masri. 520 he bear necktie with inter services intelligence and other terrorist groups he is a muslim extremist,True,False,False,False,False,True,False,False,False,False,True,False
6,Ugga9KzkNDGvlXgCoAEC,04kJtp6pVXI,"Check out this you tube post. ""Black man goes on an epic rant against Ferguson rioters.""

Although his message is delivered with childish, cartoon-ish emotions.... He is one of the very few African American's who gets it.",True,False,False,False,False,True,True,False,False,False,False,False
6,Ugga9KzkNDGvlXgCoAEC,04kJtp6pVXI,"Ensure out this you tube post. "" Black man goes on an epic rant against Ferguson rioters. "" Although his message is delivered with childish, animated cartoon - ish emotion. .. . He embody one of the real few African American ' s who sire it.",True,False,False,False,False,True,True,False,False,False,False,False
6,Ugga9KzkNDGvlXgCoAEC,04kJtp6pVXI,"Check out this you tube post. "" Black homo goes on an epic rant against Ferguson rioters. "" Although his message is bear with childish, animated cartoon - ish emotion. .. . Atomic number 2 is one of the real few African American ' s who gets it.",True,False,False,False,False,True,True,False,False,False,False,False
6,Ugga9KzkNDGvlXgCoAEC,04kJtp6pVXI,"Check out this you tube post. "" Black humankind run short on an epic rant against Ferguson rioter. "" Although his message is delivered with childish, sketch - ish emotions. .. . He is one of the very few African American ' s who gets it.",True,False,False,False,False,True,True,False,False,False,False,False
6,Ugga9KzkNDGvlXgCoAEC,04kJtp6pVXI,"Check ko'd this you tube post. "" Black humanity goes on an epic claptrap against Ferguson rioters. "" Although his subject matter be delivered with childish, cartoon - ish emotions. .. . He is one of the very few African American language ' randomness world health organization gets it.",True,False,False,False,False,True,True,False,False,False,False,False
6,Ugga9KzkNDGvlXgCoAEC,04kJtp6pVXI,"Check out this you tube post. "" Total darkness man goes on an epic rant against Ferguson rioters. "" Although his message be delivered with childish, cartoon - ish emotions. .. . Atomic number 2 is one of the very few African American english ' sulphur world health organization gravel it.",True,False,False,False,False,True,True,False,False,False,False,False
6,Ugga9KzkNDGvlXgCoAEC,04kJtp6pVXI,"Crack out this you tube post. "" Black human beings goes on an epic rant against Ferguson rioter. "" Although his message be delivered with childish, animated cartoon - ish emotions. .. . He is one of the very few African American ' s who gets it.",True,False,False,False,False,True,True,False,False,False,False,False
7,UggBlIXoph7p-3gCoAEC,04kJtp6pVXI,I would LOVE to see this pussy go to Staten Island and spit on a cop. I would LOVE to see it happen. Mike Brown was a strong arm thug and people are burning Ferguson down. Eric Garnier did nothing wrong and was choked to death. No protest on mafia controlled Staten Island. No burning cars. Nothing. ,True,True,False,False,True,True,True,False,False,False,False,False
7,UggBlIXoph7p-3gCoAEC,04kJtp6pVXI,Iodin would eff to see this pussy go to Staten Island and spit on a cop. I would LOVE to see it encounter. Mike Brown was a strong arm thug and people are burning Ferguson down. Eric Jean louis charles garnier did nothing wrong and was choked to death. No protest on maffia controlled Staten Island. No burning cars. Nothing.,True,True,False,False,True,True,True,False,False,False,False,False
7,UggBlIXoph7p-3gCoAEC,04kJtp6pVXI,I would LOVE to examine this pussy go to Staten Island and spit on a cop. I would bonk to see it happen. Mike Brown be a strong arm goon and people are burning Ferguson down. Eric Garnier did nothing wrong and was choked to death. No dissent on mafia control Staten Island. No burning cars. Nothing.,True,True,False,False,True,True,True,False,False,False,False,False
7,UggBlIXoph7p-3gCoAEC,04kJtp6pVXI,I would LOVE to get word this pussy go to Staten Island and spit on a cop. I would be intimate to determine information technology happen. Mike Brown was a strong arm thug and people are burning Ferguson down. Eric Garnier did nothing wrong and was choked to destruction. No protest on maffia controlled Staten Island. No burning cars. Nothing.,True,True,False,False,True,True,True,False,False,False,False,False
7,UggBlIXoph7p-3gCoAEC,04kJtp6pVXI,Iodin would LOVE to see this pussy go to Staten Island and spit on a cop. I would LOVE to see it happen. Microphone Brown live a strong branch thug and people live burning Ferguson down. Eric Garnier execute nothing wrong and was choked to death. No protest on mafia controlled Staten Island. No burning cars. Nothing.,True,True,False,False,True,True,True,False,False,False,False,False
7,UggBlIXoph7p-3gCoAEC,04kJtp6pVXI,I would LOVE to see this slit go to Staten Island and spit on a cop. I would LOVE to see it happen. Microphone Brown exist a strong subdivision thug and people are burning Ferguson down. Eric Garnier did nothing wrongfulness and be choked to death. No protest on mafia controlled Staten Island. Nobelium burning cars. Nothing.,True,True,False,False,True,True,True,False,False,False,False,False
7,UggBlIXoph7p-3gCoAEC,04kJtp6pVXI,I would LOVE to date this pussycat go to Staten Island and spit on a cop. Unity would LOVE to look it happen. Mike Brown was a strong arm thug and people are burning Ferguson down. Eric Garnier did nothing wrong and be croak to death. No dissent on mafia controlled Staten Island. No burning cars. Nothing.,True,True,False,False,True,True,True,False,False,False,False,False
8,UggD1aYSn7KOR3gCoAEC,04kJtp6pVXI,I agree with the protestor.,False,False,False,False,False,False,False,False,False,False,False,False
9,UggGm8a1fu8brngCoAEC,04kJtp6pVXI,mike browns father was made to say that boooshit,True,True,False,False,True,False,False,False,False,False,False,False
9,UggGm8a1fu8brngCoAEC,04kJtp6pVXI,microphone brownness father was do to allege that boooshit,True,True,False,False,True,False,False,False,False,False,False,False
9,UggGm8a1fu8brngCoAEC,04kJtp6pVXI,mike brown forefather be made to say that boooshit,True,True,False,False,True,False,False,False,False,False,False,False
9,UggGm8a1fu8brngCoAEC,04kJtp6pVXI,microphone john brown male parent represent made to say that boooshit,True,True,False,False,True,False,False,False,False,False,False,False
9,UggGm8a1fu8brngCoAEC,04kJtp6pVXI,microphone browns church father be made to aver that boooshit,True,True,False,False,True,False,False,False,False,False,False,False
9,UggGm8a1fu8brngCoAEC,04kJtp6pVXI,mike browns don embody make to aver that boooshit,True,True,False,False,True,False,False,False,False,False,False,False
9,UggGm8a1fu8brngCoAEC,04kJtp6pVXI,microphone browns father be make to articulate that boooshit,True,True,False,False,True,False,False,False,False,False,False,False
10,UggguNlx1Uu89HgCoAEC,04kJtp6pVXI,the guy on the right is so on point. don't judge on his speaking abilities but judge him on his messege! you racist fucks can suck my dick. and like always the media focusing on the thing that don't matter. CNN is shit.,True,True,False,False,True,False,False,False,False,False,False,False
10,UggguNlx1Uu89HgCoAEC,04kJtp6pVXI,the cat on the right is so on point. preceptor ' t judge on his speaking abilities but evaluator him on his messege! you racist screwing can suck my cock. and like always the media focusing on the matter that don ' t matter. CNN is make.,True,True,False,False,True,False,False,False,False,False,False,False
10,UggguNlx1Uu89HgCoAEC,04kJtp6pVXI,the hombre on the right hand is therefore on point. don ' t evaluator on his speaking abilities but judge him on his messege! you racist fucks can suck my dick. and like always the medium focusing on the thing that don river ' t matter. CNN is shop.,True,True,False,False,True,False,False,False,False,False,False,False
10,UggguNlx1Uu89HgCoAEC,04kJtp6pVXI,the guy on the right is so on point. don ' t judge on his speechmaking abilities merely judge him on his messege! you racist fucks can sop up my dick. and like always the media focusing on the thing that father ' t issue. CNN is shit.,True,True,False,False,True,False,False,False,False,False,False,False
10,UggguNlx1Uu89HgCoAEC,04kJtp6pVXI,the guy on the right is so on full point. don river ' t jurist on his speaking abilities but evaluator him on his messege! you racist fucks can suck my dick. and like e'er the medium focusing on the thing that don ' t topic. CNN is shit.,True,True,False,False,True,False,False,False,False,False,False,False
10,UggguNlx1Uu89HgCoAEC,04kJtp6pVXI,the guy on the right exist then on point. don ' thymine evaluator on his speaking abilities but judge him on his messege! you racist ass can suck my shaft. and like always the media focusing on the thing that don river ' t matter. CNN is shit.,True,True,False,False,True,False,False,False,False,False,False,False
10,UggguNlx1Uu89HgCoAEC,04kJtp6pVXI,the guy on the right hand personify so on point. don ' t jurist on his speaking abilities but judge him on his messege! you racist fucks sack soak up my dick. and like always the metier focusing on the thing that don ' t matter. CNN is shit.,True,True,False,False,True,False,False,False,False,False,False,False
11,UggHKcxZ-FvsJ3gCoAEC,04kJtp6pVXI,"moral of the story, don't reach for a cops gun because you're probably gunna get shot, white or black",False,False,False,False,False,False,False,False,False,False,False,False
12,UggLbJp619j8BHgCoAEC,04kJtp6pVXI,Masri is about as close as you can get to ISIS in America.  ,True,True,False,False,False,False,False,False,False,False,False,False
12,UggLbJp619j8BHgCoAEC,04kJtp6pVXI,Masri is around as closely as you give the sack start out to isi in America.,True,True,False,False,False,False,False,False,False,False,False,False
12,UggLbJp619j8BHgCoAEC,04kJtp6pVXI,Masri embody more or less as close as you potty get to directorate for inter services intelligence in America.,True,True,False,False,False,False,False,False,False,False,False,False
12,UggLbJp619j8BHgCoAEC,04kJtp6pVXI,Masri is around equally closely as you can have to isi in America.,True,True,False,False,False,False,False,False,False,False,False,False
12,UggLbJp619j8BHgCoAEC,04kJtp6pVXI,Masri make up some as close as you commode fuck off to ISIS in U.s..,True,True,False,False,False,False,False,False,False,False,False,False
12,UggLbJp619j8BHgCoAEC,04kJtp6pVXI,Masri is about every bit nigh as you can get to inter services intelligence in Usa.,True,True,False,False,False,False,False,False,False,False,False,False
12,UggLbJp619j8BHgCoAEC,04kJtp6pVXI,Masri be about as close as you can receive to directorate for inter services intelligence in Us.,True,True,False,False,False,False,False,False,False,False,False,False
13,UggMY2Oggks5LngCoAEC,04kJtp6pVXI,We all know with the chimpers there is no compassion in their mud pumping hearts. ,True,False,False,False,False,True,True,False,False,False,False,False
13,UggMY2Oggks5LngCoAEC,04kJtp6pVXI,We all experience with the chimpers there be no compassionateness in their clay pumping hearts.,True,False,False,False,False,True,True,False,False,False,False,False
13,UggMY2Oggks5LngCoAEC,04kJtp6pVXI,We all know with the chimpers in that respect is no compassionateness in their clay pumping substance.,True,False,False,False,False,True,True,False,False,False,False,False
13,UggMY2Oggks5LngCoAEC,04kJtp6pVXI,We all know with the chimpers there live no compassionateness in their clay pumping black maria.,True,False,False,False,False,True,True,False,False,False,False,False
13,UggMY2Oggks5LngCoAEC,04kJtp6pVXI,We all hump with the chimpers there is no compassion in their clay pumping heart and soul.,True,False,False,False,False,True,True,False,False,False,False,False
13,UggMY2Oggks5LngCoAEC,04kJtp6pVXI,We all experience with the chimpers on that point make up no compassion in their clay pumping hearts.,True,False,False,False,False,True,True,False,False,False,False,False
13,UggMY2Oggks5LngCoAEC,04kJtp6pVXI,We all know with the chimpers on that point be no compassionateness in their clay pumping centre.,True,False,False,False,False,True,True,False,False,False,False,False
14,UggNrFQh7L5JuXgCoAEC,04kJtp6pVXI,"""I can believe whatever I wanna believe, I don't care what any of them have to say.""
Bassem Masri, you are an idiot.",True,True,False,False,False,False,False,False,False,False,False,False
14,UggNrFQh7L5JuXgCoAEC,04kJtp6pVXI,""" I can conceive whatever I wanna conceive, One get into ' triiodothyronine care what any of them let to read. "" Bassem Masri, you are an idiot.",True,True,False,False,False,False,False,False,False,False,False,False
14,UggNrFQh7L5JuXgCoAEC,04kJtp6pVXI,""" I can believe whatever Ace wanna believe, 1 don ' t fear what any of them have to enunciate. "" Bassem Masri, you are an cretin.",True,True,False,False,False,False,False,False,False,False,False,False
14,UggNrFQh7L5JuXgCoAEC,04kJtp6pVXI,""" Single can consider whatever Atomic number 53 wanna believe, I put on ' t care what any of them have to tell. "" Bassem Masri, you are an idiot.",True,True,False,False,False,False,False,False,False,False,False,False
14,UggNrFQh7L5JuXgCoAEC,04kJtp6pVXI,""" I can think whatever Atomic number 53 wanna believe, I don ' t care what any of them have to state. "" Bassem Masri, you exist an imbecile.",True,True,False,False,False,False,False,False,False,False,False,False
14,UggNrFQh7L5JuXgCoAEC,04kJtp6pVXI,""" I can believe whatever Atomic number 53 wanna believe, Iodin don ' t care what any of them have to tell. "" Bassem Masri, you be an idiot.",True,True,False,False,False,False,False,False,False,False,False,False
14,UggNrFQh7L5JuXgCoAEC,04kJtp6pVXI,""" One can believe whatever Ane wanna believe, I don ' t care what any of them hold to say. "" Bassem Masri, you follow an idiot.",True,True,False,False,False,False,False,False,False,False,False,False
15,UggPT9Z38D5yt3gCoAEC,04kJtp6pVXI,Bassem Masri is a terrorist part of isis,True,False,False,False,False,True,False,False,False,False,True,False
15,UggPT9Z38D5yt3gCoAEC,04kJtp6pVXI,Bassem Masri be a terrorist part of isis,True,False,False,False,False,True,False,False,False,False,True,False
15,UggPT9Z38D5yt3gCoAEC,04kJtp6pVXI,Bassem Masri equal a terrorist component part of isis,True,False,False,False,False,True,False,False,False,False,True,False
15,UggPT9Z38D5yt3gCoAEC,04kJtp6pVXI,Bassem Masri is a terrorist function of inter services intelligence,True,False,False,False,False,True,False,False,False,False,True,False
15,UggPT9Z38D5yt3gCoAEC,04kJtp6pVXI,Bassem Masri is a terrorist percentage of isi,True,False,False,False,False,True,False,False,False,False,True,False
15,UggPT9Z38D5yt3gCoAEC,04kJtp6pVXI,Bassem Masri be a terrorist constituent of isis,True,False,False,False,False,True,False,False,False,False,True,False
15,UggPT9Z38D5yt3gCoAEC,04kJtp6pVXI,Bassem Masri be a terrorist role of isi,True,False,False,False,False,True,False,False,False,False,True,False
16,UggRCZiMOIRLg3gCoAEC,04kJtp6pVXI,I would'nt waist my time trying to reason with this Police spitting Thug.  Trying to defend Criminal Brown is a losing matter.  The Grand Jury has made they're decision.   Live with it.,True,True,False,True,False,False,False,False,False,False,False,False
16,UggRCZiMOIRLg3gCoAEC,04kJtp6pVXI,I would ' nt waist my time try to reason with this Constabulary spitting Thug. Trying to defend Outlaw Brown is a losing matter. The Grand Jury bear made they ' re conclusion. Live with information technology.,True,True,False,True,False,False,False,False,False,False,False,False
16,UggRCZiMOIRLg3gCoAEC,04kJtp6pVXI,I would ' nt waist my time trying to reason with this Police spitting Thug. Trying to defend Crook Robert brown equal a losing topic. The Grand Jury has made they ' re conclusion. Live with information technology.,True,True,False,True,False,False,False,False,False,False,False,False
16,UggRCZiMOIRLg3gCoAEC,04kJtp6pVXI,I would ' nt waist my time trying to reasonableness with this Police spitting Thug. Try to oppose Crook Brown follow a losing matter. The 1000 Jury has made they ' re decision. Live with it.,True,True,False,True,False,False,False,False,False,False,False,False
16,UggRCZiMOIRLg3gCoAEC,04kJtp6pVXI,I would ' nt waist my metre trying to understanding with this Police force spitting Thug. Trying to fend for Criminal Brown is a losing matter. The Grand Panel has made they ' re decision. Live with it.,True,True,False,True,False,False,False,False,False,False,False,False
16,UggRCZiMOIRLg3gCoAEC,04kJtp6pVXI,I would ' nt waist my time trying to reason with this Police force spit out Thug. Trying to defend Criminal Robert brown is a losing matter. The Grand Jury has make they ' re decision. Live with information technology.,True,True,False,True,False,False,False,False,False,False,False,False
16,UggRCZiMOIRLg3gCoAEC,04kJtp6pVXI,I would ' nt waist my meter trying to reason with this Constabulary sprinkle Thug. Examine to defend Felon Brown is a losing matter. The Grand Jury has pee pee they ' re decision. Alive with it.,True,True,False,True,False,False,False,False,False,False,False,False
17,UggSYiWItbnmgngCoAEC,04kJtp6pVXI,"I wish mr masri was dead,,",True,True,False,False,False,False,False,False,False,False,False,False
17,UggSYiWItbnmgngCoAEC,04kJtp6pVXI,"Atomic number 53 bid mr masri be dead,,",True,True,False,False,False,False,False,False,False,False,False,False
17,UggSYiWItbnmgngCoAEC,04kJtp6pVXI,"One bid mr masri was stagnant,,",True,True,False,False,False,False,False,False,False,False,False,False
17,UggSYiWItbnmgngCoAEC,04kJtp6pVXI,"Single wish well mr masri was dead,,",True,True,False,False,False,False,False,False,False,False,False,False
17,UggSYiWItbnmgngCoAEC,04kJtp6pVXI,"Iodine wish well mr masri be dead,,",True,True,False,False,False,False,False,False,False,False,False,False
17,UggSYiWItbnmgngCoAEC,04kJtp6pVXI,"I wish well mr masri was deadened,,",True,True,False,False,False,False,False,False,False,False,False,False
17,UggSYiWItbnmgngCoAEC,04kJtp6pVXI,"Iodine wish mr masri embody dead,,",True,True,False,False,False,False,False,False,False,False,False,False
18,Uggt6lvUxwS-7XgCoAEC,04kJtp6pVXI,"Thus, with a collapse of the USA, only two possibilities can be considered, whereby, with the one, it boils down to a dictatorship with evil reprisals, while the other possibility may be a new reconstruction, if people who are fundamentally conscious of their responsibilities attain government and really do everything to bring about an effective and valuable new start. But whether this will actually occur, is currently extremely questionable, because presently, in a totalitarian manner, everything is directed towards interests which are economic, military, political and cultural – as well as towards that which is strict fundamentalist religious-sectarian – and based on enormous lies and devious, misanthropic, criminal and felonious machinations in every imaginable regard. This also means that the population of the USA is spied upon by the secret services and even severely within the neighbourhoods, and so forth, and, in every possible manner being restricted in its freedom, and this is in addition to the violence, as it emerges in some form or other, both openly and covertly.﻿",False,False,False,False,False,False,False,False,False,False,False,False
19,Uggte-vb2ZLTQ3gCoAEC,04kJtp6pVXI,"You actually CAN shout ""fire"" in a crowded theater. Christopher Hitchens demonstrated this in his talk about ""free speech."" Look it up. The interviewee is correct. Cops serve the public, not the other way around. And it is consistent with serving that public that the police department represent that public's race and ethnicity in its ranks. Hire a bunch of big, tough, black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager. ",True,True,False,False,True,False,False,False,False,False,False,False
19,Uggte-vb2ZLTQ3gCoAEC,04kJtp6pVXI,"You actually CAN shout "" fire "" in a crowded theater. Christopher Hitchens demonstrated this in his talking about "" free speech. "" Look information technology up. The interviewee is correct. Cops serve the public, not the other way around. And it is consistent with serving that public that the police department represent that public ' s race and ethnicity in its ranks. Engage a bunch of big, tough, black guys to the police department and you will have fewer blacks equal shot to death by a puny white guy wire who felt humble when atomic number 2 got kick slapped by a teenager.",True,True,False,False,True,False,False,False,False,False,False,False
19,Uggte-vb2ZLTQ3gCoAEC,04kJtp6pVXI,"You actually CAN shout "" fire "" in a crowded theater. Christopher Hitchens show this in his talk about "" free speech communication. "" Expression it up. The interviewee is correct. Cops serve the public, not the other way around. And it is consistent with serving that public that the police department represent that public ' s race and ethnicity in its ranks. Charter a bunch of big, tough, sinister guys to the police department and you will have fewer blacks being shot to death by a shrimpy white guy who felt humiliated when he get bitch slapped by a teenager.",True,True,False,False,True,False,False,False,False,False,False,False
19,Uggte-vb2ZLTQ3gCoAEC,04kJtp6pVXI,"You actually CAN shout "" fire "" in a crowded theater. Christopher Hitchens shew this in his talk about "" free speech. "" Look it up. The interviewee be correct. Cops serve the public, not the other way around. And it is uniform with serving that public that the police department represent that public ' s wash and ethnicity in its ranks. Hire a lot of big, tough, black guys to the police department and you will have fewer black being shot to death by a runty white guy world health organization felt mortify when he got bitch slapped by a teenager.",True,True,False,False,True,False,False,False,False,False,False,False
19,Uggte-vb2ZLTQ3gCoAEC,04kJtp6pVXI,"You actually CAN shout "" fire "" in a crowded theater. Christopher Hitchens demonstrated this in his talk about "" free speech. "" Look information technology up. The interviewee is correct. Cops serve the public, not the other way around. And information technology is consistent with serving that public that the police department represent that public ' s slipstream and ethnicity in its ranks. Hire a bunch of big, tough, fateful bozo to the police department and you will have fewer blacks being shoot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager.",True,True,False,False,True,False,False,False,False,False,False,False
19,Uggte-vb2ZLTQ3gCoAEC,04kJtp6pVXI,"You actually send away shout "" fire "" in a crowded theater. Christopher Hitchens demonstrated this in his talk about "" free speech. "" Look it up. The interviewee is right. Cops serve the public, not the other way around. And it is consistent with serving that public that the police department represent that public ' s race and ethnicity in its ranks. Hire a bunch of big, tough, black guys to the police department and you will take in few blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager.",True,True,False,False,True,False,False,False,False,False,False,False
19,Uggte-vb2ZLTQ3gCoAEC,04kJtp6pVXI,"You actually force out shout "" fire "" in a crowded theater. Christopher Hitchens demonstrated this in his talk about "" free speech. "" Look it up. The interviewee is correct. Cops serve the public, not the other way around. And it is coherent with serving that public that the police department represent that public ' s race and ethnicity in information technology ranks. Engage a bunch of big, bad, ignominious guy to the police department and you will have fewer blacks being shot to death by a puny white guy world health organization felt humiliated when he got bitch slapped by a teenager.",True,True,False,False,True,False,False,False,False,False,False,False
20,UggtH27r-TTcZHgCoAEC,04kJtp6pVXI,"I think ,he kill him",True,True,False,False,False,False,False,False,False,False,False,False
20,UggtH27r-TTcZHgCoAEC,04kJtp6pVXI,"One think, he belt down him",True,True,False,False,False,False,False,False,False,False,False,False
