CommentId,VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism,is_toxic,text_cleaned,cleaned_length,cleaned_word_count
UggguNlx1Uu89HgCoAEC,04kJtp6pVXI,the guy on the right is so on point. don't judge on his speaking abilities but judge him on his messege! you racist fucks can suck my dick. and like always the media focusing on the thing that don't matter. CNN is shit.,True,True,False,False,True,False,False,False,False,False,False,False,1,guy right point not judge speaking ability judge messege racist fuck suck dick like always medium focusing thing not matter cnn shit,132,22
UggHKcxZ-FvsJ3gCoAEC,04kJtp6pVXI,"moral of the story, don't reach for a cops gun because you're probably gunna get shot, white or black",False,False,False,False,False,False,False,False,False,False,False,False,0,moral story not reach cop gun probably gunna get shot white black,65,12
UggLbJp619j8BHgCoAEC,04kJtp6pVXI,Masri is about as close as you can get to ISIS in America.  ,True,True,False,False,False,False,False,False,False,False,False,False,1,masri close get isi america,27,5
UggMY2Oggks5LngCoAEC,04kJtp6pVXI,We all know with the chimpers there is no compassion in their mud pumping hearts. ,True,False,False,False,False,True,True,False,False,False,False,False,1,know chimpers no compassion mud pumping heart,45,7
UggNrFQh7L5JuXgCoAEC,04kJtp6pVXI,"""I can believe whatever I wanna believe, I don't care what any of them have to say.""
Bassem Masri, you are an idiot.",True,True,False,False,False,False,False,False,False,False,False,False,1,believe whatever wanna believe not care say bassem masri idiot,62,10
UggPT9Z38D5yt3gCoAEC,04kJtp6pVXI,Bassem Masri is a terrorist part of isis,True,False,False,False,False,True,False,False,False,False,True,False,1,bassem masri terrorist part isi,31,5
UggRCZiMOIRLg3gCoAEC,04kJtp6pVXI,I would'nt waist my time trying to reason with this Police spitting Thug.  Trying to defend Criminal Brown is a losing matter.  The Grand Jury has made they're decision.   Live with it.,True,True,False,True,False,False,False,False,False,False,False,False,1,wouldnt waist time trying reason police spitting thug trying defend criminal brown losing matter grand jury made decision live,126,19
UggSYiWItbnmgngCoAEC,04kJtp6pVXI,"I wish mr masri was dead,,",True,True,False,False,False,False,False,False,False,False,False,False,1,wish mr masri dead,18,4
Uggt6lvUxwS-7XgCoAEC,04kJtp6pVXI,"Thus, with a collapse of the USA, only two possibilities can be considered, whereby, with the one, it boils down to a dictatorship with evil reprisals, while the other possibility may be a new reconstruction, if people who are fundamentally conscious of their responsibilities attain government and really do everything to bring about an effective and valuable new start. But whether this will actually occur, is currently extremely questionable, because presently, in a totalitarian manner, everything is directed towards interests which are economic, military, political and cultural – as well as towards that which is strict fundamentalist religious-sectarian – and based on enormous lies and devious, misanthropic, criminal and felonious machinations in every imaginable regard. This also means that the population of the USA is spied upon by the secret services and even severely within the neighbourhoods, and so forth, and, in every possible manner being restricted in its freedom, and this is in addition to the violence, as it emerges in some form or other, both openly and covertly.﻿",False,False,False,False,False,False,False,False,False,False,False,False,0,thus collapse usa two possibility considered whereby one boil dictatorship evil reprisal possibility may new reconstruction people fundamentally conscious responsibility attain government really everything bring effective valuable new start whether actually occur currently extremely questionable presently totalitarian manner everything directed towards interest economic military political cultural – well towards strict fundamentalist religioussectarian – based enormous lie devious misanthropic criminal felonious machination every imaginable regard also mean population usa spied upon secret service even severely within neighbourhood forth every possible manner restricted freedom addition violence emerges form openly covertly﻿,734,88
Uggte-vb2ZLTQ3gCoAEC,04kJtp6pVXI,"You actually CAN shout ""fire"" in a crowded theater. Christopher Hitchens demonstrated this in his talk about ""free speech."" Look it up. The interviewee is correct. Cops serve the public, not the other way around. And it is consistent with serving that public that the police department represent that public's race and ethnicity in its ranks. Hire a bunch of big, tough, black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager. ",True,True,False,False,True,False,False,False,False,False,False,False,1,actually shout fire crowded theater christopher hitchens demonstrated talk free speech look interviewee correct cop serve public not way around consistent serving public police department represent public race ethnicity rank hire bunch big tough black guy police department fewer black shot death puny white guy felt humiliated got bitch slapped teenager,354,51
UggtH27r-TTcZHgCoAEC,04kJtp6pVXI,"I think ,he kill him",True,True,False,False,False,False,False,False,False,False,False,False,1,think kill,10,2
UggtknH4gMWWfXgCoAEC,04kJtp6pVXI,LEGALIZE MARIJUANA! Then problems will stop,False,False,False,False,False,False,False,False,False,False,False,False,0,legalize marijuana problem stop,31,4
Ugg-ucO02B7XO3gCoAEC,04kJtp6pVXI,1 word: Provocateur........,False,False,False,False,False,False,False,False,False,False,False,False,0,word provocateur,16,2
UgguFITdgu455HgCoAEC,04kJtp6pVXI,Lol. This is what happens when the greedy rich slime keep the masses uneducated & ignorant. Now deal with the stupid that you created. Trying to reason with the irrational is an exercise in futility. Get the popcorn ready bc it's about to boil over. If you fall for the talk you will fall just walking. ,True,True,False,False,False,False,False,False,False,False,False,False,1,lol happens greedy rich slime keep mass uneducated ignorant deal stupid created trying reason irrational exercise futility get popcorn ready bc boil fall talk fall walking,171,26
UggwBWh5il3cfXgCoAEC,04kJtp6pVXI,"The legal system is inherently racist, same as this CNN reporter",True,True,False,False,False,False,False,False,False,False,False,False,1,legal system inherently racist cnn reporter,43,6
UggWg1MBoBR7x3gCoAEC,04kJtp6pVXI,He looks ready to cut heads off he must be a isis sympathizer and I'm going to say maybe 5% care about the issue at hand and other 95% just want to go loot stores and fuck shit up...,True,False,False,False,False,True,False,False,False,False,True,False,1,look ready cut head must isi sympathizer going say maybe care issue hand want go loot store fuck shit,101,19
UggxCL2J1VOhLHgCoAEC,04kJtp6pVXI,"lol, ""shoot to apprehend"". He is an idiot.",True,True,False,False,False,False,False,False,False,False,False,False,1,lol shoot apprehend idiot,25,4
UggY2U73L3toO3gCoAEC,04kJtp6pVXI,"This case has overshadowed the cops that murdered a kid with a fake sword in Saratoga Springs, Utah. I am just as much outraged by the Mike brown case. The murder that happened in Utah was just about the same deal. Cops are provided with non lethal weapons. The shooting in Utah unwarranted because he ran, don't know why he ran but if you lunged at the police with the fake sword you should have taken that opportunity for immediate action right then. He ran and was shot 6 times in the back. We know a large group of cops are corrupt and these murderers are nothing new. Though I have ran from the police many times when I was in my teens, cops just pursue and find him hiding some where. Not just put 6 bullets in the back ending a life. They said in some paper, Saratoga Springs has about 5% of black population.. I have been through there and I would say they were off by about 5%. ",False,False,False,False,False,False,False,False,False,False,False,False,0,case overshadowed cop murdered kid fake sword saratoga spring utah much outraged mike brown case murder happened utah deal cop provided non lethal weapon shooting utah unwarranted ran not know ran lunged police fake sword taken opportunity immediate action right ran shot time back know large group cop corrupt murderer nothing new though ran police many time teen cop pursue find hiding not put bullet back ending life said paper saratoga spring black population would say,473,76
Uggy6MHKQWnfo3gCoAEC,04kJtp6pVXI,This man is a zionist jew look at ypu can see the jewnesss in his face  cnn only employ zionist sympathisers and neo-con racists and wolf blitzer is the emplpyeee ,True,False,False,False,False,True,True,False,False,False,False,False,1,man zionist jew look ypu see jewnesss face cnn employ zionist sympathiser neocon racist wolf blitzer emplpyeee,110,17
UggyCKjvUlfBYHgCoAEC,04kJtp6pVXI,"""There is blood on the street but you are worried about words"" .... we are ALL getting very tired with the way mainstream media is treating us like idiots who will follow their condescending, irrelevant, distracting, disparaging narrative... Step up CNN",False,False,False,False,False,False,False,False,False,False,False,False,0,blood street worried word getting tired way mainstream medium treating u like idiot follow condescending irrelevant distracting disparaging narrative step cnn,158,21
UggYHsvinXkgM3gCoAEC,04kJtp6pVXI,"stop being criminals and you wont get shot, that simple",True,True,False,True,False,False,False,False,False,False,False,False,1,stop criminal wont get shot simple,34,6
UggyJcZ89cWxUngCoAEC,04kJtp6pVXI,I LIKE TURTLES!,False,False,False,False,False,False,False,False,False,False,False,False,0,like turtle,11,2
Ugh0tf8ZI_s6z3gCoAEC,04kJtp6pVXI,Massri needs an education.,True,True,False,False,False,False,False,False,False,False,False,False,1,massri need education,21,3
Ugh1YgMkYS1iingCoAEC,04kJtp6pVXI,CNN mother fuckers....fuck you peace of shit!,True,True,False,False,True,False,False,False,False,False,False,False,1,cnn mother fuckersfuck peace shit,33,5
Ugh4DQdAIl3qUXgCoAEC,04kJtp6pVXI,"Hers my statement, I think ali sheep butt fucker masri should take an ak and go fight in syria..",True,True,False,True,True,True,True,False,False,False,False,False,1,statement think ali sheep butt fucker masri take ak go fight syria,66,12
Ugh6foWeFvORtXgCoAEC,04kJtp6pVXI,Hahahahaha.  This guy is Ed Bassmaster's character ALWAYS TESTE. Ed Bassmaster has a semi-retarded character who is cross-eyed just like this guy,True,True,False,False,False,False,False,False,False,False,False,False,1,hahahahaha guy ed bassmasters character always teste ed bassmaster semiretarded character crosseyed like guy,108,14
Ugh8Z3_R5r7iungCoAEC,04kJtp6pVXI,How do these childish cops sleep at night ?,False,False,False,False,False,False,False,False,False,False,False,False,0,childish cop sleep night,24,4
UghANuDr-RLrqXgCoAEC,04kJtp6pVXI,A completely idiot having his minutrs of fame,True,True,False,False,False,False,False,False,False,False,False,False,1,completely idiot minutrs fame,29,4
UghBkatZ4WY1uXgCoAEC,04kJtp6pVXI,I hope to god you guys is still not falling for the same ol banana in the tailpipe bullshit news that they're giving you,True,True,False,False,False,False,False,False,False,False,False,False,1,hope god guy still not falling ol banana tailpipe bullshit news giving,70,12
UghBYihvgoUqcHgCoAEC,04kJtp6pVXI,CNN is such Bullcrap!,True,True,False,False,False,False,False,False,False,False,False,False,1,cnn bullcrap,12,2
UghcKD-yV_JR5XgCoAEC,04kJtp6pVXI,"Alright. This entire case is crap. All of these people who are saying that white people are being racist, and calling them bad names is just as ""racist"", as you would like to call it, as us. There have been extensive investigations that prove that this boy's death was out of self defense. However, I am not defending the whole KKK thing. But, I am defending the helpless citizens of Ferguson. This boy died. I don't care if he was white or black. What I do care about is how the people in Ferguson are treating their town. If they really cared about this incident, they would hold memorials to express their feelings.This is not helping themselves get justice. What really matters is that this boy is dead. Something HAS been done about it. The Grand Jury has decided. Can it just be over?",False,False,False,False,False,False,False,False,False,False,False,False,0,alright entire case crap people saying white people racist calling bad name racist would like call u extensive investigation prove boy death self defense however not defending whole kkk thing defending helpless citizen ferguson boy died not care white black care people ferguson treating town really cared incident would hold memorial express feelingsthis not helping get justice really matter boy dead something done grand jury decided,436,66
UghcMPVXe6XJengCoAEC,04kJtp6pVXI,This guy doesn't know what happened he didn't have his hands up,False,False,False,False,False,False,False,False,False,False,False,False,0,guy not know happened not hand,30,6
UghCqsUPSUHkF3gCoAEC,04kJtp6pVXI,Ayy CNN are lookin like pussies ,True,True,False,False,True,False,False,False,False,False,False,False,1,ayy cnn lookin like pussy,25,5
UghEcCSj9amFtXgCoAEC,04kJtp6pVXI,Smirconnish is the most even-handed guy in the world.  This guy Masri is an idiot.,True,True,False,False,False,False,False,False,False,False,False,False,1,smirconnish evenhanded guy world guy masri idiot,48,7
UgheEXayk90xIngCoAEC,04kJtp6pVXI,"Masri is a total idiot ""I don't have to know the evidence, I can just come to my own conclusions instead""
Here is a clue, dont attack a cop and try to take his gun and then rush him after he finally gets out of his car and you wont get shot duhhh.
So what would Masri do, take Brown out for a icecream as he is beating him into the ground and not defend himself?
BTW, Browns momma and gramma violently assaulted some people who were selling T-shirts in memory of Brown and put two people in the hospital, stole their money and trashed their shop and will probably be charged for it, so we all know what sort of mentality Brown was raised in and he was a thug wanna be, who caused his own death.",True,True,False,False,False,True,True,False,False,False,False,False,1,masri total idiot not know evidence come conclusion instead clue dont attack cop try take gun rush finally get car wont get shot duhhh would masri take brown icecream beating ground not defend btw brown momma gramma violently assaulted people selling tshirts memory brown put two people hospital stole money trashed shop probably charged know sort mentality brown raised thug wanna caused death,394,63
UghHgshwzX7053gCoAEC,04kJtp6pVXI,He had to take a break because Bassem was making too much sense for him to debate further. ,False,False,False,False,False,False,False,False,False,False,False,False,0,take break bassem making much sense debate,42,7
UghIBNvkzZh-xHgCoAEC,04kJtp6pVXI,"Let's reverse the rolls! Black racist cops in rich white communities.(but you can't prove there racist) When a white man gets pissed off at this intolerable condition. We unload several clips of high caliber ammo at point blank range for his audacity at questioning authority. All Americans need to be on full alert of this elitist agenda to set presidents of questioning authority. The elitist upper-class is the problem. Prison culture CIA drug Cartels. Exporting jobs and importing cheap labor, While the elitist get bailed out and support this corrupt system. We can turn this around when we c get past the race issue the Govt. incites to divide the working class, but you can hardly call it a working class because the Govt put everyone out of work. We are more of a homeless class. Let us not for get Western history and the role big money plays in this clusterfuck designed to destroy a Nation that is Destroyed at this point. We can get it back, ask me how.",True,False,False,False,False,True,True,False,False,False,False,False,1,let u reverse roll black racist cop rich white communitiesbut cannot prove racist white man get pissed intolerable condition unload several clip high caliber ammo point blank range audacity questioning authority american need full alert elitist agenda set president questioning authority elitist upperclass problem prison culture cia drug cartel exporting job importing cheap labor elitist get bailed support corrupt system turn around c get past race issue govt incites divide working class hardly call working class govt put everyone work homeless class let u not get western history role big money play clusterfuck designed destroy nation destroyed point get back ask,670,101
UghICkPqoL9jJ3gCoAEC,04kJtp6pVXI,This moron is talking about being peaceful?  Their burning the nation's flag idiot.  Even though that's what you are suppose to do when it's old so they have no knowledge.  They are babies making noise. ,True,True,False,False,False,False,False,False,False,False,False,False,1,moron talking peaceful burning nation flag idiot even though suppose old no knowledge baby making noise,103,16
UghKXFnZ33ZOSXgCoAEC,04kJtp6pVXI," This is a CIA agent provocateur operative to kick-start the riots of the New American Civil War. He's not African American but his rehearsed ""Ebonics"" is transparent.",False,False,False,False,False,False,False,False,False,False,False,False,0,cia agent provocateur operative kickstart riot new american civil war not african american rehearsed ebonics transparent,120,16
UghlkAzZr3_fI3gCoAEC,04kJtp6pVXI,Can someone shoot this black idiot too? That would make me giggle inside :),True,True,False,True,False,True,True,False,False,False,False,False,1,someone shoot black idiot would make giggle inside,50,8
Ughm_dpizWFohHgCoAEC,04kJtp6pVXI,You people are sick! This man is speaking the truth and y'all are just mad. Trying to justify why a young boy who did nothing was shot and killed smh. Y'all are the devil and a disease to this earth! I'll be glad when the sun burns all your asses into extinction and we can have our planet back! Half animal half devil cave beasts!!! ,True,True,False,True,True,False,False,False,False,False,False,False,1,people sick man speaking truth yall mad trying justify young boy nothing shot killed smh yall devil disease earth glad sun burn ass extinction planet back half animal half devil cave beast,188,32
UghmRzgOUqMozXgCoAEC,04kJtp6pVXI,The world is changing im mad at the police too but id be dam if isis gonna come in here thats when its time to kill these faucks,True,True,True,True,False,True,False,False,False,False,True,False,1,world changing im mad police id dam isi gonna come thats time kill faucks,73,14
Ughn17bxW7f5QXgCoAEC,04kJtp6pVXI,"CNN is propaganda for the most part, and people let them hear it in Ferguson too.",False,False,False,False,False,False,False,False,False,False,False,False,0,cnn propaganda part people let hear ferguson,44,7
Ughnjn7WwwIgbHgCoAEC,04kJtp6pVXI,"What a waste of time talking to that idiot. ""You know what Im sayin."" ""I'll believe what I want to believe.""- Yup- hell with facts or evidence. Loser.",True,True,False,False,False,False,False,False,False,False,False,False,1,waste time talking idiot know im sayin believe want believe yup hell fact evidence loser,88,15
UghnzyBgv-jQ9ngCoAEC,04kJtp6pVXI,"News fucktards...........puppet players,,,,,all they are paid liars ",True,True,False,False,False,False,False,False,False,False,False,False,1,news fucktardspuppet playersall paid liar,41,5
UghofW5VYVB8n3gCoAEC,04kJtp6pVXI,Bassem has the right to express himself....we have freedom of expression.....We all have that right....Its an amendment of the Constitution.....I dont think CNN is that competent after all.,False,False,False,False,False,False,False,False,False,False,False,False,0,bassem right express himselfwe freedom expressionwe rightits amendment constitutioni dont think cnn competent,109,13
UgholOxRzEdkW3gCoAEC,04kJtp6pVXI,"does this guy riot before or after work? Orrrr, let me guess he fucks off all day doing nothing.",True,True,False,False,False,False,False,False,False,False,False,False,1,guy riot work orrrr let guess fuck day nothing,46,9
UghOm2iqM9-AYngCoAEC,04kJtp6pVXI,Mr. Masri is 100% right couldn't say it any better myself.,False,False,False,False,False,False,False,False,False,False,False,False,0,mr masri right could not say better,35,7
UghOrBUXagc6J3gCoAEC,04kJtp6pVXI,Can anyone tell me why it is racist if a white man shoots a black man? Is it not racist when black man shoots a white man? Why do these cases turn instantly into racist ones it makes no sense.,False,False,False,False,False,False,False,False,False,False,False,False,0,anyone tell racist white man shoot black man not racist black man shoot white man case turn instantly racist one make no sense,126,23
UghP0v4pSXeRY3gCoAEC,04kJtp6pVXI,Racial profiling and police intimidation? He robbed a store and got killed as a result. Fucking excuses man. Black people shouldn't have to get arrested when they commit a strong arm robbery. When black people get violent they shouldn't have to fear getting put down like an animal. He actually said we shouldn't have to worry about warrants. lol. Fucking piece of human garbage.,True,True,False,False,False,False,False,False,False,False,False,False,1,racial profiling police intimidation robbed store got killed result fucking excuse man black people not get arrested commit strong arm robbery black people get violent not fear getting put like animal actually said not worry warrant lol fucking piece human garbage,264,41
UghPM1HvcyCWxHgCoAEC,04kJtp6pVXI,Wrong Mother Fucker. No shoot to apprehend,True,True,False,False,True,False,False,False,False,False,False,False,1,wrong mother fucker no shoot apprehend,38,6
UghpqNHDIz3pMngCoAEC,04kJtp6pVXI,"Black and white crimes seems to be big topic in us after Ferguson case. I just came here to brag about Finnish cops that used firearm 6 times last year, 2 time towards human, 2 times to warn 2 times to kill wounded animal. 5 million ppl here and 0,5 gun per capita.",False,False,False,False,False,False,False,False,False,False,False,False,0,black white crime seems big topic u ferguson case came brag finnish cop used firearm time last year time towards human time warn time kill wounded animal million ppl gun per caput,179,32
UghpY-GpHN0YpngCoAEC,04kJtp6pVXI,"and the heading reads, When the protesters take it too far",False,False,False,False,False,False,False,False,False,False,False,False,0,heading read protester take far,31,5
UghR9QQYvJx-RHgCoAEC,04kJtp6pVXI,This Muslim man does not have anything in mind of peace. He wants to stir up dissonance and trouble among Americans by using racist accusations . THAT IS HIS MAN GOAL.,True,False,False,False,False,True,False,False,False,False,True,False,1,muslim man not anything mind peace want stir dissonance trouble among american using racist accusation man goal,111,17
UghRKLaioSvLOHgCoAEC,04kJtp6pVXI,"Add another imbecile to the bunch, reporter is a incompetent bastard",True,True,False,False,False,False,False,False,False,False,False,False,1,add another imbecile bunch reporter incompetent bastard,55,7
UghRygE9vO9A83gCoAEC,04kJtp6pVXI,This interviewer is right. This guy should show some respect to the paramilitary police that are killing and getting away with it. Ha!,True,True,False,True,False,False,False,False,False,False,False,False,1,interviewer right guy show respect paramilitary police killing getting away ha,78,11
Ughs3w350i3DvXgCoAEC,04kJtp6pVXI,You all are some dumb as people,True,True,False,False,False,False,False,False,False,False,False,False,1,dumb people,11,2
UghTCrl4YYJ-qHgCoAEC,04kJtp6pVXI,bassem I think walmart is hiring for the holidays. get a job loser!!!,True,True,False,False,False,False,False,False,False,False,False,False,1,bassem think walmart hiring holiday get job loser,49,8
UghtQ_3FOmw6W3gCoAEC,04kJtp6pVXI,Teen faces life in prison for pot brownies. 90 year old man gets arrested for feeding the poor. Police officer is set free with no charges whatsoever for killing a teenager. Don't you people see how wrong this is? ,False,False,False,False,False,False,False,False,False,False,False,False,0,teen face life prison pot brownie year old man get arrested feeding poor police officer set free no charge whatsoever killing teenager not people see wrong,155,26
UghTxr-iist_7ngCoAEC,04kJtp6pVXI,"""you know what I'm sayin""... wow",False,False,False,False,False,False,False,False,False,False,False,False,0,know sayin wow,14,3
UghVbr3QCu8ckngCoAEC,04kJtp6pVXI,"YEah  You are right 1 white shot a  black all hell break  lose , black shot black no protest maybe if they start doing  protest on black shotting black , you can buy in thier story ,",True,False,False,False,False,True,True,False,False,False,False,False,1,yeah right white shot black hell break lose black shot black no protest maybe start protest black shotting black buy thier story,128,22
UghVVDZrCYMG_3gCoAEC,04kJtp6pVXI,"Lets Steal from a convenience store then lets go and punch a cop in the face and get shot 6 times, then lets get all the black people and white apologists to run around the street setting buildings on fire, fucking dirty gutter rats all living on welfare and causing violence , just look where the rest of black people live... on the dirties Ebola plague ridden continent, lucky white countries can come over and cure their dumb asses.",True,False,False,False,False,True,True,False,False,False,False,False,1,let steal convenience store let go punch cop face get shot time let get black people white apologist run around street setting building fire fucking dirty gutter rat living welfare causing violence look rest black people live dirties ebola plague ridden continent lucky white country come cure dumb ass,302,49
UghvxEUB679Ug3gCoAEC,04kJtp6pVXI,I'm with this dude fuck the punk police ,True,True,False,False,True,False,False,False,False,False,False,False,1,dude fuck punk police,21,4
UghWdXOwEJc0eHgCoAEC,04kJtp6pVXI,What a stupid arab. Police shoot to apprehend? Lmao That's not how it works when they are being attacked!,True,False,False,False,False,True,True,False,False,False,False,False,1,stupid arab police shoot apprehend lmao not work attacked,57,9
UghWm5GCsm7byXgCoAEC,04kJtp6pVXI,5:09 plain n simple truth,False,False,False,False,False,False,False,False,False,False,False,False,0,plain n simple truth,20,4
UghY8Jytv5XqC3gCoAEC,04kJtp6pVXI,Lmfao why is this dude taking like that??? -_\ I hear him talking but I don't know what he's saying!  Smh,False,False,False,False,False,False,False,False,False,False,False,False,0,lmfao dude taking like hear talking not know saying smh,55,10
UghyTs2sJC_jSXgCoAEC,04kJtp6pVXI,"I do understand their anger, but war is not the answer!",False,False,False,False,False,False,False,False,False,False,False,False,0,understand anger war not answer,31,5
Ughzp24D_j0sw3gCoAEC,04kJtp6pVXI,Iz didn't do nuffinz!,False,False,False,False,False,False,False,False,False,False,False,False,0,iz not nuffinz,14,3
Ugi0Cfb82xGsongCoAEC,04kJtp6pVXI,"What an ignorant coward, full of emotion, estrogen and apathy. And where the hell did you come from? Fuckin racially ambiguous blackwashed loudmouth. They really chose a pathetic man to interview. ",True,True,False,True,False,True,True,False,False,False,False,False,1,ignorant coward full emotion estrogen apathy hell come fuckin racially ambiguous blackwashed loudmouth really chose pathetic man interview,138,18
Ugi1CjkwLYHcvHgCoAEC,04kJtp6pVXI,"That motherfucker was angry,and I understand why",True,True,False,False,True,False,False,False,False,False,False,False,1,motherfucker angryand understand,32,3
Ugi2H0FCe-_y4ngCoAEC,04kJtp6pVXI,Let's get this straight and present the facts as the mass media should have from the beginning. 18 yr old (by all legal aspects an adult) robs a convince store. The criminal later flees the seen and is aprehended by the police. Resists arrest and altercation occurs between the two. The police (as in every case similar to this uses force). Criminal is killed. The killing goes to court. A randomly selected jury views all the evidence and hears out all witnesses which pertain to the case.  Radom jury reaches unanimous verdict of not guilty. Im sorry protestors I can't here over all this DEMOCRACY!,True,True,False,True,False,False,False,False,False,False,False,False,1,let u get straight present fact mass medium beginning yr old legal aspect adult robs convince store criminal later flees seen aprehended police resists arrest altercation occurs two police every case similar us force criminal killed killing go court randomly selected jury view evidence hears witness pertain case radom jury reach unanimous verdict not guilty im sorry protestors cannot democracy,396,60
Ugi3AdgMRYrQUHgCoAEC,04kJtp6pVXI,Do any of these protestors work for a living??  where do they get the (time) to do all this....,False,False,False,False,False,False,False,False,False,False,False,False,0,protestors work living get time,31,5
